Provenance,Destination,Train,Numéro,Jour,Arrivée (réelle),Arrivée (prévue),Retard (min),Cause,Arrêts
Lyon Perrache,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6612,10-03-2023,09:58:00,09:58:00,0,,"['Lyon Perrache', 'Lyon Part Dieu', 'Le Creusot - Montceau-les-Mines - Montchanin TGV', 'Paris - Gare de Lyon - Hall 1 & 2']"
Saint-Étienne Châteaucreux,Ambérieu-en-Bugey ,TER,886865,10-03-2023,10:06:00,10:06:00,0,,"['Saint-Étienne Châteaucreux', 'Saint-Chamond', 'Rive-de-Gier', 'Givors Ville', 'Lyon Part Dieu', 'Crépieux la Pape', 'Miribel', 'Saint-Maurice-de-Beynost', 'Beynost', 'Montluel', 'La Valbonne', 'Meximieux - Pérouges', 'Ambérieu-en-Bugey']"
Grenoble,Lyon Part Dieu ,TER,17684,10-03-2023,10:15:00,10:15:00,0,,"['Grenoble', 'Voiron', 'La Tour-du-Pin', 'Bourgoin-Jallieu', 'La Verpillière', 'Lyon Part Dieu']"
Lyon Perrache,Nantes ,TGV INOUI,5354,10-03-2023,10:24:00,10:24:00,0,,"['Lyon Perrache', 'Lyon Part Dieu', 'Massy TGV', 'Le Mans', 'Angers-Saint-Laud', 'Nantes']"
Paris - Gare de Lyon - Hall 1 & 2,Lyon Part Dieu ,TGV INOUI,6607,10-03-2023,10:56:00,10:56:00,0,,"['Paris - Gare de Lyon - Hall 1 & 2', 'Lyon Part Dieu']"
Lyon Perrache,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6614,10-03-2023,10:58:00,10:58:00,0,,"['Lyon Perrache', 'Lyon Part Dieu', 'Paris - Gare de Lyon - Hall 1 & 2']"
Tourcoing,Montpellier Sud de France ,OUIGO,7867,10-03-2023,11:02:00,11:02:00,0,,"['Tourcoing', 'Aéroport Charles de Gaulle 2 TGV', 'Marne-la-Vallée - Chessy', 'Lyon Part Dieu', 'Valence TGV Rhône-Alpes Sud', 'Nîmes Pont-du-Gard', 'Montpellier Sud de France']"
Valence Ville,Lyon Part Dieu ,TER,886114,10-03-2023,11:40:00,11:40:00,0,,"['Valence Ville', 'Tain-l\'Hermitage - Tournon"", \'links\': [], \'coord\': {\'lat\': \'45.072178\', \'lon\': \'4.839708\'}, \'label\': ""Tain-l\'Hermitage - Tournon (Tain-l\'Hermitage)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87761163:LongDistanceTrain\'', 'Le Péage-de-Roussillon', 'Vienne', 'Lyon Part Dieu']"
Lyon Perrache,Rennes ,TGV INOUI,5382,10-03-2023,11:40:00,11:40:00,0,,"['Lyon Perrache', 'Lyon Part Dieu', 'Massy TGV', 'Le Mans', 'Rennes']"
Paris - Gare de Lyon - Hall 1 & 2,Lyon Perrache ,TGV INOUI,6609,10-03-2023,11:56:00,11:56:00,0,,"['Paris - Gare de Lyon - Hall 1 & 2', 'Lyon Part Dieu', 'Lyon Perrache']"
Paris - Gare de Lyon - Hall 1 & 2,Lyon Perrache ,TGV INOUI,6611,10-03-2023,12:56:00,12:56:00,0,,"['Paris - Gare de Lyon - Hall 1 & 2', 'Lyon Part Dieu', 'Lyon Perrache']"
Lyon Perrache,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6618,10-03-2023,12:58:00,12:58:00,0,,"['Lyon Perrache', 'Lyon Part Dieu', 'Paris - Gare de Lyon - Hall 1 & 2']"
Metz Ville,Marseille - Saint-Charles ,TGV INOUI,9877,10-03-2023,13:00:00,13:00:00,0,,"['Metz Ville', 'Strasbourg', 'Mulhouse-Ville', 'Belfort - Montbéliard TGV', 'Besançon - Franche-Comté TGV', 'Dijon Ville', 'Mâcon', 'Lyon Part Dieu', 'Valence TGV Rhône-Alpes Sud', 'Avignon TGV', 'Aix-en-Provence TGV', 'Marseille - Saint-Charles']"
Chambéry - Challes-les-Eaux,Lyon Part Dieu ,TER,18572,10-03-2023,13:02:00,13:02:00,0,,"['Chambéry - Challes-les-Eaux', 'Aix-les-Bains - Le Revard', 'Culoz', 'Ambérieu-en-Bugey', 'Lyon Part Dieu']"
Valence Ville,Lyon Part Dieu ,TER,886120,10-03-2023,13:40:00,13:40:00,0,,"['Valence Ville', 'Tain-l\'Hermitage - Tournon"", \'links\': [], \'coord\': {\'lat\': \'45.072178\', \'lon\': \'4.839708\'}, \'label\': ""Tain-l\'Hermitage - Tournon (Tain-l\'Hermitage)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87761163:LongDistanceTrain\'', 'Saint-Vallier sur Rhône', 'Saint-Rambert-d\'Albon"", \'links\': [], \'coord\': {\'lat\': \'45.29776\', \'lon\': \'4.810739\'}, \'label\': ""Saint-Rambert-d\'Albon (Saint-Rambert-d\'Albon)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87761106:LongDistanceTrain\'', 'Le Péage-de-Roussillon', 'Saint-Clair - Les Roches', 'Vienne', 'Lyon Part Dieu']"
Bourg-en-Bresse,Lyon Vaise ,TER,889425,10-03-2023,13:48:00,13:48:00,0,,"['Bourg-en-Bresse', 'Servas - Lent', 'Saint-Paul-de-Varax', 'Marlieux - Châtillon-sur-Chalaronne', 'Villars-les-Dombes', 'Saint-Marcel-en-Dombes', 'Saint-André-de-Corcy', 'Mionnay', 'Les Échets', 'Sathonay - Rillieux', 'Lyon Part Dieu', 'Lyon Perrache', 'Lyon Vaise']"
Paris - Gare de Lyon - Hall 1 & 2,Lyon Perrache ,TGV INOUI,6613,10-03-2023,13:56:00,13:56:00,0,,"['Paris - Gare de Lyon - Hall 1 & 2', 'Le Creusot - Montceau-les-Mines - Montchanin TGV', 'Lyon Part Dieu', 'Lyon Perrache']"
Lyon Perrache,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6620,10-03-2023,13:58:00,13:58:00,0,,"['Lyon Perrache', 'Lyon Part Dieu', 'Le Creusot - Montceau-les-Mines - Montchanin TGV', 'Paris - Gare de Lyon - Hall 1 & 2']"
Paris - Gare de Lyon - Hall 1 & 2,Lyon Perrache ,OUIGO,7803,10-03-2023,14:22:00,14:22:00,0,,"['Paris - Gare de Lyon - Hall 1 & 2', 'Lyon Part Dieu', 'Lyon Perrache']"
Dijon Ville,Lyon Part Dieu ,TER,17757,10-03-2023,14:42:00,14:42:00,0,,"['Dijon Ville', 'Beaune', 'Chagny', 'Chalon-sur-Saône', 'Tournus', 'Mâcon', 'Belleville sur Saône', 'Villefranche-sur-Saône', 'Saint-Germain-au-Mont-d\'Or"", \'links\': [], \'coord\': {\'lat\': \'45.888431\', \'lon\': \'4.804206\'}, \'label\': ""Saint-Germain-au-Mont-d\'Or (Saint-Germain-au-Mont-d\'Or)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87721282:LongDistanceTrain\'', 'Lyon Part Dieu']"
Bourg-en-Bresse,Lyon Vaise ,TER,889427,10-03-2023,14:48:00,14:48:00,0,,"['Bourg-en-Bresse', 'Servas - Lent', 'Saint-Paul-de-Varax', 'Marlieux - Châtillon-sur-Chalaronne', 'Villars-les-Dombes', 'Saint-Marcel-en-Dombes', 'Saint-André-de-Corcy', 'Mionnay', 'Les Échets', 'Sathonay - Rillieux', 'Lyon Part Dieu', 'Lyon Perrache', 'Lyon Vaise']"
Paris - Gare de Lyon - Hall 1 & 2,Saint-Étienne Châteaucreux ,TGV INOUI,6685,10-03-2023,14:56:00,14:56:00,0,,"['Paris - Gare de Lyon - Hall 1 & 2', 'Lyon Part Dieu', 'Saint-Étienne Châteaucreux']"
Paris - Gare de Lyon - Hall 1 & 2,Lyon Perrache ,TGV INOUI,6615,10-03-2023,14:56:00,14:56:00,0,,"['Paris - Gare de Lyon - Hall 1 & 2', 'Lyon Part Dieu', 'Lyon Perrache']"
Lyon Perrache,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6622,10-03-2023,14:58:00,14:58:00,0,,"['Lyon Perrache', 'Lyon Part Dieu', 'Paris - Gare de Lyon - Hall 1 & 2']"
Saint-Étienne Châteaucreux,Ambérieu-en-Bugey ,TER,886871,10-03-2023,15:06:00,15:06:00,0,,"['Saint-Étienne Châteaucreux', 'Saint-Chamond', 'Rive-de-Gier', 'Givors Ville', 'Lyon Part Dieu', 'Crépieux la Pape', 'Miribel', 'Saint-Maurice-de-Beynost', 'Beynost', 'Montluel', 'La Valbonne', 'Meximieux - Pérouges', 'Ambérieu-en-Bugey']"
Lyon Vaise,Bourg-en-Bresse ,TER,889479,10-03-2023,15:09:00,15:09:00,0,,"['Lyon Vaise', 'Lyon Perrache', 'Lyon Part Dieu', 'Sathonay - Rillieux', 'Les Échets', 'Mionnay', 'Saint-André-de-Corcy', 'Saint-Marcel-en-Dombes', 'Villars-les-Dombes', 'Marlieux - Châtillon-sur-Chalaronne', 'Saint-Paul-de-Varax', 'Servas - Lent', 'Bourg-en-Bresse']"
Toulouse Matabiau,Paris Austerlitz ,Intercités,3642,09-03-2023,17:16:00,17:16:00,0,,"['Toulouse Matabiau', 'Montauban Ville Bourbon', 'Caussade', 'Cahors', 'Gourdon', 'Souillac', 'Brive-la-Gaillarde', 'Limoges-Bénédictins', 'Châteauroux', 'Vierzon', 'Les Aubrais', 'Paris Austerlitz']"
Châteaudun,Paris Austerlitz ,TER,860614,09-03-2023,17:50:00,17:50:00,0,,"['Châteaudun', 'Bonneval', 'Voves', 'Auneau', 'Dourdan', 'Paris Austerlitz']"
Orléans,Paris Austerlitz ,TER,14058,09-03-2023,18:06:00,18:06:00,0,,"['Orléans', 'Les Aubrais', 'Paris Austerlitz']"
Orléans,Paris Austerlitz ,TER,14070,09-03-2023,18:37:00,18:37:00,0,,"['Orléans', 'Les Aubrais', 'Paris Austerlitz']"
Châteaudun,Paris Austerlitz ,TER,860618,09-03-2023,19:36:00,19:36:00,0,,"['Châteaudun', 'Bonneval', 'Voves', 'Auneau', 'Dourdan', 'Paris Austerlitz']"
Brive-la-Gaillarde,Paris Austerlitz ,Intercités,3674,09-03-2023,20:33:00,20:33:00,0,,"['Brive-la-Gaillarde', 'Uzerche', 'Limoges-Bénédictins', 'La Souterraine', 'Argenton-sur-Creuse', 'Châteauroux', 'Issoudun', 'Vierzon', 'Paris Austerlitz']"
Nantes,Paris Austerlitz ,OUIGO Train Classique,4076,09-03-2023,22:46:00,22:46:00,0,,"['Nantes', 'Angers-Saint-Laud', 'Saumur', 'Saint-Pierre-des-Corps', 'Blois - Chambord', 'Les Aubrais', 'Juvisy', 'Paris Austerlitz']"
Orléans,Paris Austerlitz ,TER,14030,10-03-2023,06:06:00,06:06:00,0,,"['Orléans', 'Les Aubrais', 'Paris Austerlitz']"
Rodez,Paris Austerlitz ,Intercités,64210,10-03-2023,06:30:00,06:30:00,0,,"['Rodez', 'Saint-Christophe', 'Cransac', 'Aubin', 'Viviez - Decazeville', 'Capdenac', 'Figeac', 'Assier', 'Gramat', 'Rocamadour - Padirac', 'Saint-Denis-Près-Martel', 'Paris Austerlitz']"
Orléans,Paris Austerlitz ,TER,14032,10-03-2023,07:06:00,07:06:00,0,,"['Orléans', 'Les Aubrais', 'Paris Austerlitz']"
Orléans,Paris Austerlitz ,TER,14034,10-03-2023,07:38:00,07:38:00,0,,"['Orléans', 'Les Aubrais', 'Paris Austerlitz']"
Vendôme,Paris Austerlitz ,TER,860600,10-03-2023,07:51:30,07:51:30,0,,"['Vendôme', 'Pezou', 'Fréteval - Morée', 'Cloyes', 'Châteaudun', 'Bonneval', 'Voves', 'Auneau', 'Paris Austerlitz']"
Orléans,Paris Austerlitz ,TER,860502,10-03-2023,08:04:30,08:04:30,0,,"['Orléans', 'Les Aubrais', 'Cercottes', 'Chevilly', 'Artenay', 'Château-Gaillard', 'Toury', 'Angerville', 'Monnerville', 'Guillerval', 'Étampes', 'Paris Austerlitz']"
Orléans,Paris Austerlitz ,TER,14036,10-03-2023,08:06:30,08:06:30,0,,"['Orléans', 'Les Aubrais', 'Paris Austerlitz']"
Tours,Paris Austerlitz ,TER,14038,10-03-2023,08:22:00,08:22:00,0,,"['Tours', 'Saint-Pierre-des-Corps', 'Amboise', 'Onzain - Chaumont-sur-Loire', 'Blois - Chambord', 'Les Aubrais', 'Paris Austerlitz']"
Orléans,Paris Austerlitz ,TER,14040,10-03-2023,08:33:30,08:33:30,0,,"['Orléans', 'Les Aubrais', 'Paris Austerlitz']"
Châteaudun,Paris Austerlitz ,TER,860604,10-03-2023,08:49:00,08:49:00,0,,"['Châteaudun', 'Bonneval', 'Voves', 'Auneau', 'Dourdan', 'Paris Austerlitz']"
Bourges,Paris Austerlitz ,TER,3904,10-03-2023,08:54:00,08:54:00,0,,"['Bourges', 'Vierzon', 'Salbris', 'Les Aubrais', 'Paris Austerlitz']"
Orléans,Paris Austerlitz ,TER,860504,10-03-2023,09:05:00,09:05:00,0,,"['Orléans', 'Les Aubrais', 'Cercottes', 'Chevilly', 'Artenay', 'Château-Gaillard', 'Toury', 'Angerville', 'Étampes', 'Paris Austerlitz']"
Orléans,Paris Austerlitz ,TER,14044,10-03-2023,10:08:00,10:08:00,0,,"['Orléans', 'Les Aubrais', 'Paris Austerlitz']"
Orléans,Paris Austerlitz ,TER,14050,10-03-2023,11:10:00,11:10:00,0,,"['Orléans', 'Les Aubrais', 'Paris Austerlitz']"
Vierzon,Paris Austerlitz ,TER,3908,10-03-2023,11:54:00,11:54:00,0,,"['Vierzon', 'Salbris', 'Les Aubrais', 'Paris Austerlitz']"
Orléans,Paris Austerlitz ,TER,14056,10-03-2023,12:37:30,12:37:30,0,,"['Orléans', 'Les Aubrais', 'Paris Austerlitz']"
Châteaudun,Paris Austerlitz ,TER,860610,10-03-2023,13:38:00,13:38:00,0,,"['Châteaudun', 'Bonneval', 'Voves', 'Auneau', 'Dourdan', 'Paris Austerlitz']"
Tours,Paris Austerlitz ,TER,14048,10-03-2023,13:49:00,13:49:00,0,,"['Tours', 'Saint-Pierre-des-Corps', 'Amboise', 'Onzain - Chaumont-sur-Loire', 'Blois - Chambord', 'Les Aubrais', 'Paris Austerlitz']"
Toulouse Matabiau,Paris Austerlitz ,Intercités,3642,10-03-2023,14:20:00,14:20:00,0,,"['Toulouse Matabiau', 'Montauban Ville Bourbon', 'Caussade', 'Cahors', 'Gourdon', 'Souillac', 'Brive-la-Gaillarde', 'Limoges-Bénédictins', 'Châteauroux', 'Vierzon', 'Les Aubrais', 'Paris Austerlitz']"
Orléans,Paris Austerlitz ,TER,14060,10-03-2023,14:38:00,14:38:00,0,,"['Orléans', 'Les Aubrais', 'Paris Austerlitz']"
Valenciennes,Lille Flandres ,TER HDF,841228,09-03-2023,15:51:00,15:51:00,0,,"['Valenciennes', 'Saint-Amand-les-Eaux', 'Rosult', 'Landas', 'Orchies', 'Templeuve', 'Fretin', 'Lesquin', 'Lille Flandres']"
Courtrai,Lille Flandres ,TER,19720,09-03-2023,15:51:00,15:51:00,0,,"['Courtrai', 'Mouscron Moeskroen', 'Tourcoing', 'Roubaix', 'Lille Flandres']"
Tournai,Lille Flandres ,TER,19946,09-03-2023,15:52:00,15:52:00,0,,"['Tournai', 'Froyennes', 'Baisieux', 'Ascq', 'Pont de Bois', 'Lezennes', 'Lille Flandres']"
Paris Nord,Lille Flandres ,TGV INOUI,7043,09-03-2023,15:53:00,15:48:00,5,Difficultés lors de la préparation du train,"['Paris Nord', 'Lille Flandres']"
Douai,Lille Flandres ,TER HDF,843125,09-03-2023,16:33:00,16:33:00,0,,"['Douai', 'Pont-de-la-Deûle', 'Leforest', 'Ostricourt', 'Libercourt', 'Phalempin', 'Seclin', 'Wattignies - Templemars', 'Ronchin', 'Lille Flandres']"
Courtrai,Lille Flandres ,TER,19736,09-03-2023,16:51:00,16:51:00,0,,"['Courtrai', 'Mouscron Moeskroen', 'Tourcoing', 'Roubaix', 'Lille Flandres']"
Valenciennes,Lille Flandres ,TER HDF,841232,09-03-2023,16:51:00,16:51:00,0,,"['Valenciennes', 'Saint-Amand-les-Eaux', 'Rosult', 'Landas', 'Orchies', 'Templeuve', 'Fretin', 'Lesquin', 'Lille Flandres']"
Tournai,Lille Flandres ,TER,19952,09-03-2023,16:52:00,16:52:00,0,,"['Tournai', 'Froyennes', 'Baisieux', 'Ascq', 'Pont de Bois', 'Hellemmes', 'Lezennes', 'Lille Flandres']"
Lens,Lille Flandres ,TER HDF,842112,09-03-2023,17:13:00,17:13:00,0,,"['Lens', 'Sallaumines', 'Loison-sous-Lens', 'Pont-à-Vendin', 'Meurchin', 'Bauvin - Provin', 'Don - Sainghin', 'La Fontaine', 'Wavrin', 'Santes', 'Haubourdin', 'Loos lez Lille', 'Lille CHR', 'Lille Porte de Douai', 'Lille Flandres']"
Dunkerque,Lille Flandres ,TER HDF,844914,09-03-2023,17:20:00,17:20:00,0,,"['Dunkerque', 'Bergues', 'Esquelbecq', 'Arnèke', 'Cassel', 'Hazebrouck', 'Bailleul', 'Armentières', 'Lille Flandres']"
Lens,Lille Flandres ,TER HDF,843231,09-03-2023,17:21:00,17:21:00,0,,"['Lens', 'Billy-Montigny', 'Hénin-Beaumont', 'Dourges', 'Libercourt', 'Seclin', 'Lille Flandres']"
Maubeuge,Lille Flandres ,TER HDF,841816,09-03-2023,17:25:00,17:25:00,0,,"['Maubeuge', 'Aulnoye-Aymeries', 'Le Quesnoy', 'Valenciennes', 'Saint-Amand-les-Eaux', 'Orchies', 'Lille Flandres']"
Wambrechies,Lille Flandres ,TER HDF,36002,09-03-2023,17:29:00,17:29:00,0,,"['Wambrechies', 'Marquette', 'Lille Flandres']"
Béthune,Lille Flandres ,TER HDF,842484,09-03-2023,17:44:00,17:44:00,0,,"['Béthune', 'Beuvry lès Béthune', 'Cuinchy', 'La Bassée', 'Salomé', 'Marquillies', 'Don - Sainghin', 'Wavrin', 'Santes', 'Haubourdin', 'Loos lez Lille', 'Lille CHR', 'Lille Porte de Douai', 'Lille Flandres']"
Calais Ville,Lille Flandres ,TER HDF,844826,09-03-2023,17:47:00,17:47:00,0,,"['Calais Ville', 'Audruicq', 'Watten - Éperlecques', 'Saint-Omer', 'Hazebrouck', 'Bailleul', 'Armentières', 'Lille Flandres']"
Paris Nord,Lille Flandres ,TGV INOUI,7053,09-03-2023,17:48:00,17:48:00,0,,"['Paris Nord', 'Lille Flandres']"
Courtrai,Lille Flandres ,TER,19742,09-03-2023,17:51:00,17:51:00,0,,"['Courtrai', 'Mouscron Moeskroen', 'Tourcoing', 'Roubaix', 'Croix l\'Allumette"", \'links\': [], \'coord\': {\'lat\': \'50.6868\', \'lon\': \'3.151126\'}, \'label\': ""Croix l\'Allumette (Croix)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87281055:Train\'', 'Croix - Wasquehal', 'Lille Flandres']"
Comines,Lille Flandres ,TER HDF,36000,09-03-2023,17:51:00,17:51:00,0,,"['Comines', 'Sainte-Marguerite', 'Quesnoy-sur-Deûle', 'Lille Flandres']"
Valenciennes,Lille Flandres ,TER HDF,841236,09-03-2023,17:51:00,17:51:00,0,,"['Valenciennes', 'Saint-Amand-les-Eaux', 'Rosult', 'Landas', 'Orchies', 'Templeuve', 'Fretin', 'Lesquin', 'Lille Flandres']"
Tournai,Lille Flandres ,TER,19958,09-03-2023,17:52:00,17:52:00,0,,"['Tournai', 'Froyennes', 'Baisieux', 'Ascq', 'Pont de Bois', 'Lille Flandres']"
Douai,Lille Flandres ,TER HDF,843131,09-03-2023,18:03:00,18:03:00,0,,"['Douai', 'Pont-de-la-Deûle', 'Leforest', 'Ostricourt', 'Libercourt', 'Phalempin', 'Seclin', 'Wattignies - Templemars', 'Ronchin', 'Lille Flandres']"
Paris Nord,Lille Flandres ,TGV INOUI,7057,09-03-2023,18:18:00,18:18:00,0,,"['Paris Nord', 'Lille Flandres']"
Dunkerque,Lille Flandres ,TER HDF,844916,09-03-2023,18:20:00,18:20:00,0,,"['Dunkerque', 'Bergues', 'Esquelbecq', 'Arnèke', 'Cassel', 'Hazebrouck', 'Bailleul', 'Armentières', 'Lille Flandres']"
Douai,Lille Flandres ,TER HDF,843133,09-03-2023,18:33:00,18:33:00,0,,"['Douai', 'Pont-de-la-Deûle', 'Leforest', 'Ostricourt', 'Libercourt', 'Phalempin', 'Seclin', 'Wattignies - Templemars', 'Ronchin', 'Lille Flandres']"
Hazebrouck,Lille Flandres ,TER HDF,844130,09-03-2023,18:37:00,18:37:00,0,,"['Hazebrouck', 'Strazeele', 'Bailleul', 'Steenwerck', 'Nieppe', 'Armentières', 'Pérenchies', 'Saint-André', 'La Madeleine', 'Lille Flandres']"
Béthune,Lille Flandres ,TER HDF,842486,09-03-2023,18:44:00,18:44:00,0,,"['Béthune', 'Beuvry lès Béthune', 'Cuinchy', 'La Bassée', 'Salomé', 'Marquillies', 'Don - Sainghin', 'Wavrin', 'Santes', 'Haubourdin', 'Loos lez Lille', 'Lille CHR', 'Lille Porte de Douai', 'Lille Flandres']"
Paris Nord,Lille Flandres ,TGV INOUI,7061,09-03-2023,18:48:00,18:48:00,0,,"['Paris Nord', 'Lille Flandres']"
Courtrai,Lille Flandres ,TER,19744,09-03-2023,18:51:00,18:51:00,0,,"['Courtrai', 'Mouscron Moeskroen', 'Tourcoing', 'Roubaix', 'Croix l\'Allumette"", \'links\': [], \'coord\': {\'lat\': \'50.6868\', \'lon\': \'3.151126\'}, \'label\': ""Croix l\'Allumette (Croix)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87281055:Train\'', 'Croix - Wasquehal', 'Lille Flandres']"
Valenciennes,Lille Flandres ,TER HDF,841240,09-03-2023,18:51:00,18:51:00,0,,"['Valenciennes', 'Saint-Amand-les-Eaux', 'Rosult', 'Landas', 'Orchies', 'Templeuve', 'Fretin', 'Lesquin', 'Lille Flandres']"
Lens,Lille Flandres ,TER HDF,842116,09-03-2023,19:13:00,19:13:00,0,,"['Lens', 'Sallaumines', 'Loison-sous-Lens', 'Pont-à-Vendin', 'Meurchin', 'Bauvin - Provin', 'Don - Sainghin', 'La Fontaine', 'Wavrin', 'Santes', 'Haubourdin', 'Loos lez Lille', 'Lille CHR', 'Lille Porte de Douai', 'Lille Flandres']"
Paris Nord,Lille Flandres ,TGV INOUI,7065,09-03-2023,19:18:00,19:18:00,0,,"['Paris Nord', 'Lille Flandres']"
Lens,Lille Flandres ,TER HDF,843239,09-03-2023,19:21:00,19:21:00,0,,"['Lens', 'Billy-Montigny', 'Hénin-Beaumont', 'Dourges', 'Libercourt', 'Seclin', 'Lille Flandres']"
Béthune,Lille Flandres ,TER HDF,842432,09-03-2023,19:24:00,19:24:00,0,,"['Béthune', 'La Bassée', 'Lille CHR', 'Lille Flandres']"
Saint-Quentin,Lille Flandres ,TER HDF,843866,09-03-2023,19:37:00,19:37:00,0,,"['Saint-Quentin', 'Fresnoy-le-Grand', 'Bohain', 'Busigny', 'Caudry', 'Cambrai', 'Somain', 'Montigny-en-Ostrevent', 'Douai', 'Lille Flandres']"
Calais Ville,Lille Flandres ,TER HDF,844830,09-03-2023,19:47:00,19:47:00,0,,"['Calais Ville', 'Audruicq', 'Watten - Éperlecques', 'Saint-Omer', 'Hazebrouck', 'Bailleul', 'Armentières', 'Lille Flandres']"
Valenciennes,Lille Flandres ,TER HDF,841244,09-03-2023,19:51:00,19:51:00,0,,"['Valenciennes', 'Saint-Amand-les-Eaux', 'Rosult', 'Landas', 'Orchies', 'Templeuve', 'Fretin', 'Lesquin', 'Lille Flandres']"
Courtrai,Lille Flandres ,TER,19726,09-03-2023,19:51:00,19:51:00,0,,"['Courtrai', 'Mouscron Moeskroen', 'Tourcoing', 'Roubaix', 'Lille Flandres']"
Tournai,Lille Flandres ,TER,19966,09-03-2023,19:52:00,19:52:00,0,,"['Tournai', 'Froyennes', 'Baisieux', 'Ascq', 'Pont de Bois', 'Lille Flandres']"
Amiens,Lille Flandres ,TER HDF,843923,09-03-2023,20:07:00,20:07:00,0,,"['Amiens', 'Albert', 'Arras', 'Douai', 'Lille Flandres']"
Dunkerque,Lille Flandres ,TER HDF,844920,09-03-2023,20:20:00,20:20:00,0,,"['Dunkerque', 'Bergues', 'Esquelbecq', 'Arnèke', 'Cassel', 'Hazebrouck', 'Bailleul', 'Armentières', 'Lille Flandres']"
Lens,Lille Flandres ,TER HDF,843243,09-03-2023,20:21:00,20:21:00,0,,"['Lens', 'Billy-Montigny', 'Hénin-Beaumont', 'Dourges', 'Libercourt', 'Seclin', 'Lille Flandres']"
Paris Nord,Lille Flandres ,TGV INOUI,7077,09-03-2023,20:48:00,20:48:00,0,,"['Paris Nord', 'Lille Flandres']"
Courtrai,Lille Flandres ,TER,19728,09-03-2023,20:51:00,20:51:00,0,,"['Courtrai', 'Mouscron Moeskroen', 'Tourcoing', 'Roubaix', 'Lille Flandres']"
Béthune,Lille Flandres ,TER HDF,842440,09-03-2023,21:24:00,21:24:00,0,,"['Béthune', 'La Bassée', 'Lille CHR', 'Lille Flandres']"
Courtrai,Lille Flandres ,TER,19730,09-03-2023,21:51:00,21:51:00,0,,"['Courtrai', 'Mouscron Moeskroen', 'Tourcoing', 'Roubaix', 'Lille Flandres']"
Tournai,Lille Flandres ,TER,19974,09-03-2023,21:52:00,21:52:00,0,,"['Tournai', 'Froyennes', 'Baisieux', 'Ascq', 'Pont de Bois', 'Lille Flandres']"
Hazebrouck,Lille Flandres ,TER HDF,36120,10-03-2023,05:40:00,05:40:00,0,,"['Hazebrouck', 'Bailleul', 'Armentières', 'Lille Flandres']"
Cambrai,Lille Flandres ,TER HDF,843850,10-03-2023,06:37:00,06:37:00,0,,"['Cambrai', 'Somain', 'Montigny-en-Ostrevent', 'Douai', 'Lille Flandres']"
Lens,Lille Flandres ,TER HDF,843203,10-03-2023,06:51:00,06:51:00,0,,"['Lens', 'Billy-Montigny', 'Hénin-Beaumont', 'Dourges', 'Libercourt', 'Seclin', 'Lille Flandres']"
Saint-Pol-sur-Ternoise,Lille Flandres ,TER HDF,842900,10-03-2023,06:54:00,06:54:00,0,,"['Saint-Pol-sur-Ternoise', 'Pernes - Camblain', 'Calonne-Ricouart', 'Vis à Marles', 'Béthune', 'La Bassée', 'Lille CHR', 'Lille Flandres']"
Wambrechies,Lille Flandres ,TER HDF,36008,10-03-2023,07:00:00,07:00:00,0,,"['Wambrechies', 'Marquette', 'Lille Flandres']"
Amiens,Lille Flandres ,TER HDF,843901,10-03-2023,07:07:00,07:07:00,0,,"['Amiens', 'Albert', 'Achiet', 'Arras', 'Douai', 'Lille Flandres']"
Hazebrouck,Lille Flandres ,TER HDF,844102,10-03-2023,07:07:00,07:07:00,0,,"['Hazebrouck', 'Strazeele', 'Bailleul', 'Steenwerck', 'Nieppe', 'Armentières', 'Pérenchies', 'Saint-André', 'La Madeleine', 'Lille Flandres']"
Lens,Lille Flandres ,TER HDF,842100,10-03-2023,07:13:00,07:13:00,0,,"['Lens', 'Sallaumines', 'Loison-sous-Lens', 'Pont-à-Vendin', 'Meurchin', 'Bauvin - Provin', 'Don - Sainghin', 'La Fontaine', 'Wavrin', 'Santes', 'Haubourdin', 'Loos lez Lille', 'Lille CHR', 'Lille Porte de Douai', 'Lille Flandres']"
Comines,Lille Flandres ,TER HDF,36004,10-03-2023,07:17:00,07:17:00,0,,"['Comines', 'Sainte-Marguerite', 'Quesnoy-sur-Deûle', 'Lille Flandres']"
Dunkerque,Lille Flandres ,TER HDF,844902,10-03-2023,07:20:00,07:20:00,0,,"['Dunkerque', 'Bergues', 'Esquelbecq', 'Arnèke', 'Cassel', 'Hazebrouck', 'Bailleul', 'Armentières', 'Lille Flandres']"
